Order Date,Ship Mode,Number of Records,Days to Ship Actual,Days to Ship Scheduled
12/10/2012,First Class,1,2,1
12/10/2012,Second Class,1,5,3
12/10/2012,Second Class,1,5,3
12/10/2012,Standard Class,1,5,6
12/10/2012,Second Class,1,5,3
12/10/2012,Second Class,1,5,3
12/10/2012,Standard Class,1,5,6
13/10/2012,Standard Class,1,4,6
13/10/2012,Standard Class,1,4,6
15/10/2012,Same Day,1,0,0
15/10/2012,Same Day,1,0,0
15/10/2012,Same Day,1,0,0
15/10/2012,Same Day,1,0,0
15/10/2012,Same Day,1,0,0
15/10/2012,Standard Class,1,5,6
15/10/2012,Standard Class,1,7,6
15/10/2012,Standard Class,1,7,6
16/10/2012,Second Class,1,4,3
17/10/2012,Same Day,1,0,0
18/10/2012,Standard Class,1,4,6
18/10/2012,Standard Class,1,4,6
18/10/2012,Standard Class,1,4,6
18/10/2012,Standard Class,1,4,6
18/10/2012,Standard Class,1,4,6
19/10/2012,First Class,1,1,1
19/10/2012,Second Class,1,5,3
19/10/2012,Standard Class,1,5,6
19/10/2012,Standard Class,1,5,6
19/10/2012,Standard Class,1,5,6
19/10/2012,Standard Class,1,5,6
20/10/2012,First Class,1,2,1
20/10/2012,Standard Class,1,4,6
20/10/2012,Standard Class,1,4,6
20/10/2012,Standard Class,1,4,6
20/10/2012,Standard Class,1,4,6
22/10/2012,Standard Class,1,4,6
22/10/2012,Second Class,1,4,3
23/10/2012,Same Day,1,0,0
23/10/2012,Same Day,1,0,0
23/10/2012,Same Day,1,0,0
23/10/2012,First Class,1,3,1
23/10/2012,First Class,1,3,1
23/10/2012,Second Class,1,4,3
23/10/2012,Second Class,1,4,3
23/10/2012,Second Class,1,4,3
23/10/2012,Second Class,1,4,3
23/10/2012,Second Class,1,4,3
23/10/2012,Second Class,1,4,3
23/10/2012,Standard Class,1,5,6
23/10/2012,Standard Class,1,5,6
23/10/2012,Standard Class,1,5,6
23/10/2012,Standard Class,1,5,6
24/10/2012,First Class,1,3,1
24/10/2012,Standard Class,1,5,6
24/10/2012,Standard Class,1,6,6
24/10/2012,Standard Class,1,6,6
24/10/2012,Standard Class,1,6,6
25/10/2012,Same Day,1,0,0
25/10/2012,Second Class,1,2,3
25/10/2012,Standard Class,1,5,6
25/10/2012,Standard Class,1,5,6
25/10/2012,Standard Class,1,5,6
25/10/2012,Standard Class,1,5,6
26/10/2012,Standard Class,1,4,6
26/10/2012,Second Class,1,4,3
26/10/2012,Second Class,1,4,3
26/10/2012,Standard Class,1,6,6
26/10/2012,Standard Class,1,6,6
26/10/2012,Standard Class,1,6,6
26/10/2012,Standard Class,1,6,6
26/10/2012,Standard Class,1,6,6
28/10/2012,Standard Class,1,6,6
28/10/2012,Standard Class,1,6,6
28/10/2012,Standard Class,1,6,6
28/10/2012,Standard Class,1,6,6
29/10/2012,Standard Class,1,4,6
29/10/2012,Standard Class,1,4,6
30/10/2012,Same Day,1,0,0
30/10/2012,Second Class,1,2,3
30/10/2012,Second Class,1,3,3
30/10/2012,First Class,1,3,1
30/10/2012,Second Class,1,3,3
30/10/2012,Second Class,1,3,3
30/10/2012,Second Class,1,3,3
31/10/2012,Same Day,1,0,0
31/10/2012,Same Day,1,0,0
31/10/2012,Same Day,1,0,0
31/10/2012,Same Day,1,0,0
31/10/2012,Same Day,1,0,0
31/10/2012,Same Day,1,0,0
31/10/2012,Same Day,1,0,0
31/10/2012,Same Day,1,0,0
31/10/2012,Same Day,1,0,0
31/10/2012,Second Class,1,2,3
31/10/2012,Second Class,1,2,3
31/10/2012,Second Class,1,4,3
31/10/2012,Second Class,1,4,3
31/10/2012,Second Class,1,4,3
31/10/2012,Second Class,1,4,3
31/10/2012,Standard Class,1,4,6
31/10/2012,Standard Class,1,6,6
1/11/2012,Second Class,1,2,3
1/11/2012,First Class,1,2,1
1/11/2012,First Class,1,2,1
1/11/2012,First Class,1,3,1
1/11/2012,Standard Class,1,4,6
1/11/2012,Standard Class,1,4,6
1/11/2012,Standard Class,1,4,6
1/11/2012,Standard Class,1,4,6
1/11/2012,Standard Class,1,4,6
1/11/2012,Standard Class,1,4,6
1/11/2012,Standard Class,1,5,6
1/11/2012,Standard Class,1,7,6
2/11/2012,Same Day,1,0,0
2/11/2012,First Class,1,2,1
2/11/2012,First Class,1,3,1
2/11/2012,Standard Class,1,4,6
2/11/2012,Standard Class,1,4,6
2/11/2012,Standard Class,1,4,6
2/11/2012,Standard Class,1,4,6
2/11/2012,Standard Class,1,4,6
2/11/2012,Standard Class,1,5,6
2/11/2012,Standard Class,1,5,6
2/11/2012,Standard Class,1,5,6
3/11/2012,First Class,1,2,1
3/11/2012,Standard Class,1,4,6
3/11/2012,Standard Class,1,4,6
3/11/2012,Standard Class,1,4,6
3/11/2012,Standard Class,1,7,6
5/11/2012,Same Day,1,0,0
5/11/2012,Same Day,1,0,0
5/11/2012,First Class,1,3,1
5/11/2012,First Class,1,3,1
5/11/2012,Standard Class,1,4,6
5/11/2012,Standard Class,1,4,6
5/11/2012,Standard Class,1,4,6
5/11/2012,Standard Class,1,6,6
6/11/2012,First Class,1,3,1
6/11/2012,First Class,1,3,1
7/11/2012,Second Class,1,2,3
7/11/2012,Second Class,1,2,3
7/11/2012,Second Class,1,3,3
7/11/2012,Second Class,1,3,3
7/11/2012,Standard Class,1,4,6
7/11/2012,Standard Class,1,4,6
7/11/2012,Standard Class,1,4,6
7/11/2012,Standard Class,1,5,6
7/11/2012,Standard Class,1,5,6
7/11/2012,Standard Class,1,5,6
7/11/2012,Standard Class,1,5,6
7/11/2012,Standard Class,1,5,6
7/11/2012,Standard Class,1,5,6
7/11/2012,Standard Class,1,6,6
8/11/2012,Same Day,1,0,0
8/11/2012,Same Day,1,0,0
8/11/2012,Same Day,1,0,0
8/11/2012,Same Day,1,0,0
8/11/2012,Same Day,1,0,0
8/11/2012,Second Class,1,2,3
8/11/2012,Second Class,1,2,3
8/11/2012,Standard Class,1,4,6
8/11/2012,Standard Class,1,4,6
8/11/2012,Standard Class,1,4,6
8/11/2012,Second Class,1,5,3
8/11/2012,Standard Class,1,5,6
8/11/2012,Standard Class,1,5,6
8/11/2012,Standard Class,1,5,6
8/11/2012,Second Class,1,5,3
8/11/2012,Second Class,1,5,3
8/11/2012,Second Class,1,5,3
8/11/2012,Second Class,1,5,3
8/11/2012,Standard Class,1,6,6
8/11/2012,Standard Class,1,6,6
8/11/2012,Standard Class,1,6,6
8/11/2012,Standard Class,1,6,6
8/11/2012,Standard Class,1,6,6
8/11/2012,Standard Class,1,7,6
8/11/2012,Standard Class,1,7,6
8/11/2012,Standard Class,1,7,6
8/11/2012,Standard Class,1,7,6
9/11/2012,Same Day,1,0,0
9/11/2012,Same Day,1,0,0
9/11/2012,Standard Class,1,4,6
9/11/2012,Standard Class,1,4,6
9/11/2012,Standard Class,1,4,6
9/11/2012,Standard Class,1,4,6
9/11/2012,Standard Class,1,4,6
9/11/2012,Second Class,1,5,3
9/11/2012,Second Class,1,5,3
9/11/2012,Standard Class,1,5,6
9/11/2012,Second Class,1,5,3
9/11/2012,Second Class,1,5,3
9/11/2012,Standard Class,1,5,6
10/11/2012,Standard Class,1,4,6
10/11/2012,Standard Class,1,4,6
10/11/2012,Second Class,1,4,3
10/11/2012,Standard Class,1,4,6
10/11/2012,Standard Class,1,4,6
10/11/2012,Standard Class,1,4,6
10/11/2012,Standard Class,1,4,6
10/11/2012,Standard Class,1,5,6
11/11/2012,Same Day,1,0,0
11/11/2012,Same Day,1,0,0
12/11/2012,First Class,1,2,1
12/11/2012,Standard Class,1,6,6
12/11/2012,Standard Class,1,6,6
12/11/2012,Standard Class,1,6,6
12/11/2012,Standard Class,1,6,6
12/11/2012,Standard Class,1,7,6
12/11/2012,Standard Class,1,7,6
12/11/2012,Standard Class,1,7,6
12/11/2012,Standard Class,1,7,6
12/11/2012,Standard Class,1,7,6
12/11/2012,Standard Class,1,7,6
13/11/2012,Same Day,1,0,0
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,4,6
13/11/2012,Standard Class,1,5,6
13/11/2012,Standard Class,1,5,6
13/11/2012,Standard Class,1,6,6
13/11/2012,Standard Class,1,6,6
13/11/2012,Standard Class,1,6,6
13/11/2012,Standard Class,1,6,6
14/11/2012,First Class,1,3,1
14/11/2012,First Class,1,3,1
14/11/2012,First Class,1,3,1
14/11/2012,First Class,1,3,1
14/11/2012,First Class,1,3,1
14/11/2012,Standard Class,1,5,6
14/11/2012,Standard Class,1,5,6
14/11/2012,Standard Class,1,5,6
14/11/2012,Standard Class,1,5,6
14/11/2012,Standard Class,1,5,6
14/11/2012,Standard Class,1,5,6
14/11/2012,Standard Class,1,5,6
14/11/2012,Standard Class,1,6,6
15/11/2012,Second Class,1,2,3
15/11/2012,Second Class,1,2,3
15/11/2012,Second Class,1,2,3
15/11/2012,First Class,1,2,1
15/11/2012,First Class,1,2,1
15/11/2012,First Class,1,2,1
15/11/2012,Standard Class,1,4,6
15/11/2012,Standard Class,1,5,6
16/11/2012,Second Class,1,2,3
16/11/2012,Second Class,1,2,3
16/11/2012,Second Class,1,2,3
16/11/2012,First Class,1,2,1
16/11/2012,Second Class,1,2,3
16/11/2012,Second Class,1,2,3
16/11/2012,Standard Class,1,4,6
16/11/2012,Standard Class,1,4,6
16/11/2012,Standard Class,1,4,6
16/11/2012,Standard Class,1,4,6
16/11/2012,Standard Class,1,4,6
16/11/2012,Standard Class,1,6,6
17/11/2012,Standard Class,1,4,6
17/11/2012,Standard Class,1,4,6
17/11/2012,Standard Class,1,4,6
17/11/2012,Second Class,1,4,3
17/11/2012,Standard Class,1,4,6
17/11/2012,Standard Class,1,4,6
17/11/2012,Standard Class,1,4,6
17/11/2012,Standard Class,1,4,6
17/11/2012,Standard Class,1,7,6
17/11/2012,Standard Class,1,7,6
17/11/2012,Standard Class,1,7,6
19/11/2012,Second Class,1,2,3
19/11/2012,Standard Class,1,5,6
19/11/2012,Standard Class,1,5,6
19/11/2012,Standard Class,1,7,6
20/11/2012,First Class,1,1,1
20/11/2012,First Class,1,1,1
20/11/2012,Second Class,1,3,3
20/11/2012,Second Class,1,3,3
20/11/2012,Second Class,1,3,3
20/11/2012,Standard Class,1,4,6
20/11/2012,Standard Class,1,4,6
20/11/2012,Standard Class,1,4,6
20/11/2012,Standard Class,1,4,6
20/11/2012,Standard Class,1,4,6
20/11/2012,Standard Class,1,4,6
20/11/2012,Standard Class,1,5,6
20/11/2012,Standard Class,1,5,6
20/11/2012,Standard Class,1,5,6
20/11/2012,Standard Class,1,5,6
20/11/2012,Standard Class,1,5,6
20/11/2012,Standard Class,1,5,6
20/11/2012,Standard Class,1,6,6
20/11/2012,Standard Class,1,6,6
20/11/2012,Standard Class,1,6,6
20/11/2012,Standard Class,1,6,6
20/11/2012,Standard Class,1,7,6
20/11/2012,Standard Class,1,7,6
20/11/2012,Standard Class,1,7,6
20/11/2012,Standard Class,1,7,6
21/11/2012,Second Class,1,2,3
21/11/2012,Second Class,1,2,3
21/11/2012,Second Class,1,2,3
21/11/2012,Second Class,1,2,3
21/11/2012,Second Class,1,2,3
21/11/2012,Second Class,1,2,3
21/11/2012,Second Class,1,2,3
21/11/2012,Second Class,1,2,3
21/11/2012,Second Class,1,2,3
21/11/2012,First Class,1,3,1
21/11/2012,Standard Class,1,4,6
21/11/2012,Standard Class,1,4,6
21/11/2012,Standard Class,1,4,6
21/11/2012,Standard Class,1,4,6
21/11/2012,Second Class,1,5,3
21/11/2012,Second Class,1,5,3
21/11/2012,Second Class,1,5,3
21/11/2012,Standard Class,1,6,6
21/11/2012,Standard Class,1,6,6
21/11/2012,Standard Class,1,6,6
21/11/2012,Standard Class,1,6,6
22/11/2012,First Class,1,1,1
22/11/2012,Second Class,1,3,3
22/11/2012,Second Class,1,3,3
22/11/2012,Second Class,1,3,3
22/11/2012,Second Class,1,3,3
22/11/2012,Second Class,1,3,3
22/11/2012,Standard Class,1,4,6
22/11/2012,Standard Class,1,4,6
22/11/2012,Standard Class,1,4,6
22/11/2012,Standard Class,1,4,6
22/11/2012,Standard Class,1,4,6
22/11/2012,Standard Class,1,5,6
22/11/2012,Standard Class,1,5,6
22/11/2012,Standard Class,1,5,6
23/11/2012,Second Class,1,2,3
23/11/2012,Second Class,1,2,3
23/11/2012,Second Class,1,2,3
23/11/2012,Second Class,1,2,3
23/11/2012,Second Class,1,2,3
23/11/2012,Second Class,1,4,3
23/11/2012,Second Class,1,4,3
23/11/2012,Standard Class,1,4,6
23/11/2012,Standard Class,1,4,6
23/11/2012,Standard Class,1,4,6
24/11/2012,Standard Class,1,4,6
24/11/2012,Standard Class,1,4,6
24/11/2012,Standard Class,1,5,6
24/11/2012,Standard Class,1,5,6
24/11/2012,Standard Class,1,5,6
24/11/2012,Standard Class,1,5,6
24/11/2012,Standard Class,1,6,6
24/11/2012,Standard Class,1,6,6
24/11/2012,Standard Class,1,6,6
24/11/2012,Standard Class,1,6,6
25/11/2012,Standard Class,1,4,6
26/11/2012,Standard Class,1,4,6
26/11/2012,Standard Class,1,4,6
26/11/2012,Standard Class,1,4,6
26/11/2012,Standard Class,1,4,6
26/11/2012,Standard Class,1,4,6
26/11/2012,Standard Class,1,5,6
27/11/2012,Second Class,1,2,3
27/11/2012,Second Class,1,2,3
27/11/2012,Second Class,1,2,3
27/11/2012,Second Class,1,2,3
27/11/2012,Second Class,1,2,3
27/11/2012,Second Class,1,2,3
27/11/2012,First Class,1,2,1
27/11/2012,First Class,1,2,1
27/11/2012,Second Class,1,2,3
27/11/2012,Standard Class,1,4,6
27/11/2012,Standard Class,1,4,6
27/11/2012,Standard Class,1,4,6
27/11/2012,Standard Class,1,4,6
27/11/2012,Standard Class,1,5,6
27/11/2012,Standard Class,1,5,6
27/11/2012,Standard Class,1,6,6
27/11/2012,Standard Class,1,6,6
28/11/2012,First Class,1,2,1
28/11/2012,Standard Class,1,4,6
28/11/2012,Standard Class,1,4,6
28/11/2012,Standard Class,1,4,6
28/11/2012,Standard Class,1,5,6
28/11/2012,Standard Class,1,5,6
28/11/2012,Standard Class,1,5,6
28/11/2012,Standard Class,1,5,6
28/11/2012,Standard Class,1,6,6
28/11/2012,Standard Class,1,6,6
28/11/2012,Standard Class,1,6,6
28/11/2012,Standard Class,1,6,6
28/11/2012,Standard Class,1,6,6
29/11/2012,First Class,1,1,1
29/11/2012,First Class,1,1,1
29/11/2012,Same Day,1,1,0
29/11/2012,First Class,1,1,1
29/11/2012,Standard Class,1,4,6
29/11/2012,Standard Class,1,4,6
29/11/2012,Standard Class,1,4,6
29/11/2012,Standard Class,1,4,6
29/11/2012,Standard Class,1,5,6
29/11/2012,Standard Class,1,5,6
30/11/2012,Second Class,1,2,3
30/11/2012,Second Class,1,2,3
30/11/2012,Second Class,1,2,3
30/11/2012,Second Class,1,2,3
30/11/2012,First Class,1,3,1
30/11/2012,First Class,1,3,1
30/11/2012,First Class,1,3,1
30/11/2012,First Class,1,3,1
30/11/2012,Second Class,1,3,3
30/11/2012,Standard Class,1,4,6
30/11/2012,Standard Class,1,4,6
30/11/2012,Standard Class,1,4,6
30/11/2012,Standard Class,1,4,6
30/11/2012,Standard Class,1,4,6
30/11/2012,Standard Class,1,5,6
1/12/2012,Same Day,1,1,0
1/12/2012,Second Class,1,4,3
1/12/2012,Second Class,1,4,3
1/12/2012,Standard Class,1,4,6
1/12/2012,Standard Class,1,4,6
1/12/2012,Standard Class,1,4,6
1/12/2012,Second Class,1,4,3
1/12/2012,Second Class,1,4,3
1/12/2012,Second Class,1,4,3
1/12/2012,Standard Class,1,5,6
1/12/2012,Standard Class,1,5,6
1/12/2012,Standard Class,1,6,6
1/12/2012,Standard Class,1,6,6
1/12/2012,Standard Class,1,7,6
3/12/2012,Second Class,1,2,3
3/12/2012,Standard Class,1,4,6
3/12/2012,Standard Class,1,4,6
3/12/2012,Standard Class,1,4,6
3/12/2012,Standard Class,1,4,6
3/12/2012,Standard Class,1,4,6
3/12/2012,Standard Class,1,4,6
3/12/2012,Standard Class,1,4,6
3/12/2012,Standard Class,1,4,6
3/12/2012,Standard Class,1,5,6
3/12/2012,Standard Class,1,5,6
3/12/2012,Standard Class,1,5,6
4/12/2012,Second Class,1,3,3
4/12/2012,Second Class,1,3,3
4/12/2012,Standard Class,1,4,6
4/12/2012,Second Class,1,5,3
4/12/2012,Standard Class,1,5,6
4/12/2012,Second Class,1,5,3
4/12/2012,Second Class,1,5,3
4/12/2012,Standard Class,1,5,6
4/12/2012,Standard Class,1,5,6
4/12/2012,Second Class,1,5,3
4/12/2012,Second Class,1,5,3
4/12/2012,Second Class,1,5,3
4/12/2012,Standard Class,1,6,6
4/12/2012,Standard Class,1,6,6
4/12/2012,Standard Class,1,6,6
4/12/2012,Standard Class,1,6,6
5/12/2012,First Class,1,1,1
5/12/2012,First Class,1,1,1
5/12/2012,First Class,1,3,1
5/12/2012,Second Class,1,4,3
5/12/2012,Standard Class,1,4,6
5/12/2012,Second Class,1,4,3
5/12/2012,Second Class,1,4,3
5/12/2012,Second Class,1,4,3
5/12/2012,Second Class,1,4,3
5/12/2012,Standard Class,1,5,6
5/12/2012,Standard Class,1,5,6
5/12/2012,Standard Class,1,6,6
6/12/2012,Same Day,1,0,0
6/12/2012,Same Day,1,0,0
6/12/2012,Same Day,1,0,0
6/12/2012,First Class,1,1,1
6/12/2012,Second Class,1,2,3
6/12/2012,Standard Class,1,4,6
6/12/2012,Standard Class,1,4,6
6/12/2012,Standard Class,1,4,6
6/12/2012,Standard Class,1,4,6
6/12/2012,Standard Class,1,4,6
6/12/2012,Standard Class,1,4,6
6/12/2012,Standard Class,1,4,6
6/12/2012,Standard Class,1,5,6
6/12/2012,Standard Class,1,5,6
6/12/2012,Standard Class,1,5,6
6/12/2012,Standard Class,1,5,6
6/12/2012,Standard Class,1,5,6
6/12/2012,Standard Class,1,5,6
6/12/2012,Second Class,1,5,3
6/12/2012,Standard Class,1,5,6
6/12/2012,Second Class,1,5,3
6/12/2012,Standard Class,1,6,6
6/12/2012,Standard Class,1,7,6
6/12/2012,Standard Class,1,7,6
7/12/2012,Same Day,1,0,0
7/12/2012,First Class,1,2,1
7/12/2012,First Class,1,2,1
7/12/2012,First Class,1,2,1
7/12/2012,First Class,1,2,1
7/12/2012,First Class,1,2,1
7/12/2012,Standard Class,1,4,6
7/12/2012,Standard Class,1,4,6
7/12/2012,Standard Class,1,5,6
8/12/2012,Second Class,1,2,3
8/12/2012,Second Class,1,3,3
8/12/2012,Second Class,1,3,3
8/12/2012,Standard Class,1,4,6
8/12/2012,Standard Class,1,4,6
8/12/2012,Standard Class,1,4,6
9/12/2012,First Class,1,3,1
10/12/2012,Same Day,1,0,0
10/12/2012,Same Day,1,0,0
10/12/2012,Same Day,1,0,0
10/12/2012,Same Day,1,0,0
10/12/2012,Standard Class,1,4,6
10/12/2012,Standard Class,1,5,6
10/12/2012,Standard Class,1,5,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
10/12/2012,Standard Class,1,6,6
11/12/2012,Same Day,1,0,0
11/12/2012,Same Day,1,0,0
11/12/2012,First Class,1,1,1
11/12/2012,First Class,1,3,1
11/12/2012,First Class,1,3,1
11/12/2012,First Class,1,3,1
11/12/2012,Standard Class,1,4,6
11/12/2012,Standard Class,1,4,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,5,6
11/12/2012,Standard Class,1,6,6
12/12/2012,First Class,1,3,1
12/12/2012,First Class,1,3,1
12/12/2012,First Class,1,3,1
12/12/2012,Second Class,1,3,3
12/12/2012,Second Class,1,3,3
12/12/2012,First Class,1,3,1
12/12/2012,Standard Class,1,4,6
12/12/2012,Standard Class,1,4,6
12/12/2012,Second Class,1,4,3
12/12/2012,Second Class,1,4,3
12/12/2012,Second Class,1,4,3
12/12/2012,Standard Class,1,4,6
12/12/2012,Standard Class,1,4,6
12/12/2012,Standard Class,1,5,6
13/12/2012,First Class,1,2,1
13/12/2012,Second Class,1,2,3
13/12/2012,First Class,1,2,1
13/12/2012,First Class,1,2,1
13/12/2012,First Class,1,2,1
13/12/2012,Standard Class,1,4,6
13/12/2012,Standard Class,1,4,6
13/12/2012,Standard Class,1,7,6
13/12/2012,Standard Class,1,7,6
14/12/2012,Second Class,1,2,3
14/12/2012,Second Class,1,2,3
14/12/2012,Second Class,1,2,3
14/12/2012,Second Class,1,2,3
14/12/2012,Second Class,1,2,3
14/12/2012,Second Class,1,2,3
14/12/2012,Standard Class,1,4,6
14/12/2012,Standard Class,1,4,6
14/12/2012,Standard Class,1,4,6
14/12/2012,Standard Class,1,4,6
14/12/2012,Standard Class,1,5,6
14/12/2012,Second Class,1,5,3
15/12/2012,First Class,1,3,1
15/12/2012,First Class,1,3,1
15/12/2012,First Class,1,3,1
15/12/2012,First Class,1,3,1
15/12/2012,Standard Class,1,4,6
15/12/2012,Standard Class,1,5,6
15/12/2012,Standard Class,1,7,6
15/12/2012,Standard Class,1,7,6
15/12/2012,Standard Class,1,7,6
16/12/2012,First Class,1,3,1
17/12/2012,Same Day,1,0,0
17/12/2012,Same Day,1,0,0
17/12/2012,Same Day,1,0,0
17/12/2012,Same Day,1,0,0
17/12/2012,Same Day,1,0,0
17/12/2012,Second Class,1,2,3
17/12/2012,Second Class,1,2,3
17/12/2012,Second Class,1,2,3
17/12/2012,Second Class,1,2,3
17/12/2012,Standard Class,1,5,6
17/12/2012,Standard Class,1,5,6
17/12/2012,Standard Class,1,5,6
18/12/2012,Same Day,1,0,0
18/12/2012,Same Day,1,0,0
18/12/2012,Standard Class,1,4,6
18/12/2012,Standard Class,1,5,6
18/12/2012,Standard Class,1,7,6
18/12/2012,Standard Class,1,7,6
18/12/2012,Standard Class,1,7,6
19/12/2012,First Class,1,1,1
19/12/2012,First Class,1,1,1
19/12/2012,First Class,1,1,1
19/12/2012,Second Class,1,2,3
19/12/2012,Second Class,1,2,3
19/12/2012,Second Class,1,2,3
19/12/2012,First Class,1,3,1
19/12/2012,Second Class,1,4,3
19/12/2012,Standard Class,1,4,6
19/12/2012,Second Class,1,5,3
19/12/2012,Second Class,1,5,3
19/12/2012,Standard Class,1,5,6
19/12/2012,Standard Class,1,5,6
19/12/2012,Second Class,1,5,3
20/12/2012,First Class,1,1,1
20/12/2012,Standard Class,1,4,6
20/12/2012,Standard Class,1,4,6
20/12/2012,Standard Class,1,4,6
20/12/2012,Standard Class,1,4,6
20/12/2012,Standard Class,1,5,6
20/12/2012,Second Class,1,5,3
20/12/2012,Standard Class,1,5,6
20/12/2012,Standard Class,1,5,6
20/12/2012,Standard Class,1,5,6
20/12/2012,Standard Class,1,6,6
21/12/2012,Second Class,1,2,3
21/12/2012,Second Class,1,3,3
21/12/2012,First Class,1,3,1
21/12/2012,Second Class,1,3,3
21/12/2012,Standard Class,1,4,6
21/12/2012,Second Class,1,5,3
21/12/2012,Second Class,1,5,3
21/12/2012,Second Class,1,5,3
21/12/2012,Second Class,1,5,3
21/12/2012,Standard Class,1,6,6
21/12/2012,Standard Class,1,6,6
22/12/2012,First Class,1,1,1
22/12/2012,First Class,1,1,1
22/12/2012,Standard Class,1,5,6
23/12/2012,First Class,1,3,1
24/12/2012,First Class,1,2,1
24/12/2012,First Class,1,2,1
24/12/2012,First Class,1,2,1
24/12/2012,First Class,1,3,1
24/12/2012,First Class,1,3,1
24/12/2012,First Class,1,3,1
24/12/2012,First Class,1,3,1
24/12/2012,First Class,1,3,1
24/12/2012,First Class,1,3,1
24/12/2012,Standard Class,1,4,6
24/12/2012,Standard Class,1,4,6
24/12/2012,Standard Class,1,4,6
24/12/2012,Standard Class,1,5,6
24/12/2012,Standard Class,1,5,6
24/12/2012,Standard Class,1,5,6
24/12/2012,Standard Class,1,5,6
24/12/2012,Standard Class,1,5,6
24/12/2012,Standard Class,1,6,6
24/12/2012,Standard Class,1,6,6
25/12/2012,Second Class,1,2,3
25/12/2012,Second Class,1,2,3
25/12/2012,Standard Class,1,4,6
25/12/2012,Standard Class,1,4,6
25/12/2012,Standard Class,1,4,6
25/12/2012,Standard Class,1,5,6
25/12/2012,Second Class,1,5,3
25/12/2012,Second Class,1,5,3
25/12/2012,Standard Class,1,5,6
25/12/2012,Second Class,1,5,3
25/12/2012,Standard Class,1,6,6
25/12/2012,Standard Class,1,6,6
25/12/2012,Standard Class,1,7,6
25/12/2012,Standard Class,1,7,6
