Category,Order Date,Region,Profit,Quantity,Sales
Office Supplies,23/1/2012,West,14,3,29
Office Supplies,24/1/2012,South,2,5,13
Office Supplies,26/1/2012,West,84,8,183
Furniture,27/1/2012,East,-55,2,182
Furniture,27/1/2012,West,0,5,2804
Technology,27/1/2012,East,-36,1,155
Technology,27/1/2012,East,-101,4,432
Furniture,28/1/2012,South,-1862,13,4298
Office Supplies,30/1/2012,Central,5,6,14
Furniture,30/1/2012,West,82,7,227
Technology,30/1/2012,West,216,3,1920
Furniture,31/1/2012,Central,17,3,53
Office Supplies,31/1/2012,Central,16,2,33
Office Supplies,31/1/2012,Central,6,2,13
Furniture,3/2/2012,West,41,4,137
Furniture,3/2/2012,Central,11,2,28
Office Supplies,3/2/2012,West,4,3,12
Technology,3/2/2012,Central,51,3,150
Furniture,3/2/2012,East,15,1,91
Office Supplies,3/2/2012,South,35,9,75
Office Supplies,6/2/2012,South,13,5,30
Office Supplies,6/2/2012,South,3,3,147
Furniture,6/2/2012,East,82,4,284
Furniture,6/2/2012,East,266,9,1269
Office Supplies,6/2/2012,Central,-5,3,3
Office Supplies,6/2/2012,Central,-126,3,671
Office Supplies,6/2/2012,East,2,2,6
Office Supplies,6/2/2012,West,2,3,5
Technology,6/2/2012,Central,4,2,19
Office Supplies,7/2/2012,South,146,5,311
Office Supplies,7/2/2012,South,6,2,13
Office Supplies,8/2/2012,Central,2,2,6
Office Supplies,8/2/2012,Central,2,1,6
Office Supplies,8/2/2012,Central,4,2,10
Technology,8/2/2012,East,-27,3,108
Furniture,9/2/2012,Central,-31,2,41
Office Supplies,9/2/2012,Central,14,4,40
Technology,9/2/2012,Central,90,6,480
Technology,9/2/2012,Central,7,2,21
Furniture,9/2/2012,West,23,5,204
Office Supplies,10/2/2012,East,8,5,77
Office Supplies,14/2/2012,East,1,3,14
Office Supplies,14/2/2012,East,-2,2,2
Office Supplies,14/2/2012,East,-12,2,15
Technology,14/2/2012,East,1,3,72
Technology,14/2/2012,East,-81,3,324
Office Supplies,14/2/2012,East,10,9,26
Technology,14/2/2012,East,188,1,626
Office Supplies,15/2/2012,West,157,6,541
Office Supplies,15/2/2012,West,13,5,42
Office Supplies,15/2/2012,West,4,5,12
Office Supplies,15/2/2012,West,6,2,13
Office Supplies,15/2/2012,West,9,3,19
Technology,15/2/2012,Central,27,5,140
Technology,15/2/2012,Central,65,3,135
Technology,15/2/2012,Central,196,2,700
Office Supplies,16/2/2012,East,16,6,36
Office Supplies,16/2/2012,West,41,7,88
Office Supplies,16/2/2012,West,17,3,37
Office Supplies,18/2/2012,West,4,3,9
Furniture,18/2/2012,West,-1,1,36
Office Supplies,18/2/2012,West,28,2,61
Office Supplies,20/2/2012,East,75,7,287
Technology,20/2/2012,South,3,1,30
Office Supplies,21/2/2012,West,23,4,49
Office Supplies,21/2/2012,East,1271,2,2542
Office Supplies,22/2/2012,Central,21,4,79
Office Supplies,23/2/2012,East,7,6,27
Office Supplies,23/2/2012,East,4,2,11
Office Supplies,25/2/2012,East,2,1,3
Office Supplies,25/2/2012,East,10,4,23
Office Supplies,27/2/2012,East,2,6,16
Office Supplies,27/2/2012,East,-3,3,4
Technology,27/2/2012,West,81,9,539
Furniture,27/2/2012,East,-28,7,494
Technology,27/2/2012,East,1,2,106
Furniture,28/2/2012,South,-28,2,162
Furniture,28/2/2012,South,44,8,390
Office Supplies,29/2/2012,South,27,4,59
Furniture,29/2/2012,West,-21,3,185
Technology,29/2/2012,West,1,2,16
Technology,1/3/2012,Central,35,4,96
Furniture,1/3/2012,Central,-36,6,1228
Office Supplies,1/3/2012,Central,6,2,55
Office Supplies,1/3/2012,East,0,2,4
Furniture,2/3/2012,West,165,3,788
Office Supplies,2/3/2012,Central,3,1,10
Office Supplies,2/3/2012,Central,51,6,102
Furniture,5/3/2012,East,64,7,384
Office Supplies,5/3/2012,East,15,3,29
Office Supplies,5/3/2012,East,68,4,563
Furniture,5/3/2012,East,-7,2,99
Furniture,5/3/2012,East,-5,2,34
Furniture,5/3/2012,Central,-2,2,5
Office Supplies,5/3/2012,Central,-471,5,181
Office Supplies,5/3/2012,Central,-17,2,11
Office Supplies,5/3/2012,Central,6,2,60
Office Supplies,5/3/2012,Central,16,7,61
Office Supplies,5/3/2012,East,-2,3,3
Technology,5/3/2012,Central,7,2,24
Technology,5/3/2012,Central,2,2,32
Technology,5/3/2012,East,-1,1,10
Technology,5/3/2012,East,-93,7,466
Office Supplies,5/3/2012,Central,2,6,7
Furniture,6/3/2012,West,96,7,435
Technology,6/3/2012,West,378,2,1120
Office Supplies,7/3/2012,East,15,2,30
Office Supplies,7/3/2012,East,33,2,69
Technology,7/3/2012,East,53,3,120
Technology,7/3/2012,East,171,3,588
Office Supplies,8/3/2012,West,1,1,3
Furniture,8/3/2012,Central,97,3,513
Furniture,8/3/2012,Central,189,7,861
Furniture,8/3/2012,Central,82,6,373
Office Supplies,8/3/2012,Central,4,1,15
Office Supplies,8/3/2012,Central,-15,3,9
Technology,8/3/2012,Central,223,5,770
Office Supplies,8/3/2012,East,9,3,19
Office Supplies,9/3/2012,South,2,2,5
Technology,9/3/2012,Central,30,5,114
Technology,9/3/2012,Central,22,3,360
Office Supplies,10/3/2012,Central,-2,2,1
Office Supplies,10/3/2012,East,25,6,90
Furniture,12/3/2012,South,1,3,6
Furniture,12/3/2012,South,4,4,31
Office Supplies,12/3/2012,South,3,3,9
Office Supplies,12/3/2012,South,2,2,5
Furniture,13/3/2012,West,40,2,142
Furniture,13/3/2012,West,103,4,915
Furniture,13/3/2012,West,92,8,328
Office Supplies,14/3/2012,East,316,3,672
Office Supplies,14/3/2012,East,8,4,17
Office Supplies,14/3/2012,West,9,3,19
Technology,15/3/2012,West,2,3,17
Furniture,16/3/2012,West,45,2,172
Office Supplies,16/3/2012,South,3,2,7
Office Supplies,16/3/2012,South,241,5,492
Office Supplies,16/3/2012,East,6,3,18
Technology,16/3/2012,East,3,2,86
Office Supplies,16/3/2012,South,2,3,8
Office Supplies,16/3/2012,South,1,1,3
Office Supplies,16/3/2012,South,3177,5,6355
Office Supplies,16/3/2012,South,12,3,47
Furniture,16/3/2012,West,18,1,43
Office Supplies,17/3/2012,East,9,2,34
Technology,17/3/2012,East,3,1,15
Office Supplies,19/3/2012,West,4,5,11
Office Supplies,19/3/2012,West,101,2,210
Office Supplies,19/3/2012,West,349,3,1248
Technology,19/3/2012,West,1480,7,3150
Furniture,19/3/2012,Central,-68,4,383
Office Supplies,19/3/2012,Central,24,2,66
Office Supplies,19/3/2012,West,6,2,18
Office Supplies,19/3/2012,West,7,2,15
Office Supplies,19/3/2012,West,20,6,40
Office Supplies,19/3/2012,West,9,4,33
Office Supplies,19/3/2012,South,5,3,14
Technology,19/3/2012,West,40,3,454
Office Supplies,19/3/2012,West,6,2,12
Office Supplies,20/3/2012,West,3,3,29
Office Supplies,20/3/2012,Central,25,8,52
Office Supplies,20/3/2012,East,354,8,1088
Office Supplies,20/3/2012,East,17,3,50
Office Supplies,20/3/2012,East,12,1,24
Office Supplies,20/3/2012,East,20,4,84
Technology,20/3/2012,East,54,2,200
Office Supplies,20/3/2012,Central,-4,2,3
Office Supplies,20/3/2012,Central,6,9,19
Office Supplies,21/3/2012,South,156,4,962
Office Supplies,21/3/2012,South,-10,3,13
Office Supplies,21/3/2012,South,96,14,295
Office Supplies,22/3/2012,South,-34,9,150
Technology,22/3/2012,South,90,7,448
Technology,22/3/2012,West,1,2,16
Furniture,22/3/2012,West,16,2,92
Office Supplies,22/3/2012,Central,-21,9,14
Office Supplies,22/3/2012,Central,-26,2,130
Office Supplies,22/3/2012,West,49,4,106
Technology,22/3/2012,Central,5,1,18
Technology,22/3/2012,West,186,3,1488
Office Supplies,22/3/2012,South,5,4,20
Office Supplies,23/3/2012,West,93,11,193
Technology,23/3/2012,West,86,3,240
Office Supplies,23/3/2012,South,14,4,32
Office Supplies,23/3/2012,South,1,4,28
Furniture,23/3/2012,Central,-29,2,108
Office Supplies,23/3/2012,West,17,4,33
Furniture,24/3/2012,West,13,5,47
Furniture,24/3/2012,Central,-36,3,359
Office Supplies,24/3/2012,South,1,2,7
Office Supplies,26/3/2012,East,3,3,13
Office Supplies,26/3/2012,East,282,7,1085
Furniture,26/3/2012,West,611,8,3394
Office Supplies,26/3/2012,East,13,6,40
Technology,26/3/2012,East,5,3,17
Office Supplies,26/3/2012,South,23,3,74
Office Supplies,27/3/2012,West,3,5,84
Office Supplies,28/3/2012,East,11,3,23
Office Supplies,28/3/2012,East,2,1,5
Office Supplies,28/3/2012,East,5,3,16
Office Supplies,28/3/2012,West,16,5,33
Technology,28/3/2012,West,25,1,166
Furniture,29/3/2012,West,10,3,20
Furniture,29/3/2012,South,131,5,1167
Office Supplies,29/3/2012,West,5,3,10
Office Supplies,29/3/2012,West,100,6,213
Technology,29/3/2012,West,21,3,53
Office Supplies,29/3/2012,South,1,2,6
Office Supplies,29/3/2012,East,8,4,18
Office Supplies,29/3/2012,West,21,4,73
Furniture,30/3/2012,Central,-110,4,367
Office Supplies,30/3/2012,Central,9,5,24
Technology,30/3/2012,Central,14,5,181
Technology,31/3/2012,South,28,5,80
Furniture,31/3/2012,Central,-8,3,22
Office Supplies,31/3/2012,Central,36,3,98
Office Supplies,2/4/2012,Central,-80,2,32
Office Supplies,2/4/2012,Central,-14,3,9
Technology,2/4/2012,Central,2,3,48
Technology,2/4/2012,Central,-1,7,50
Technology,2/4/2012,West,33,5,88
Technology,2/4/2012,West,24,3,72
Office Supplies,4/4/2012,Central,107,2,644
Office Supplies,4/4/2012,Central,6,2,13
Office Supplies,4/4/2012,Central,3,2,6
Technology,4/4/2012,Central,210,2,600
Technology,4/4/2012,Central,0,1,11
Furniture,4/4/2012,East,23,2,108
Office Supplies,4/4/2012,East,4,2,11
Office Supplies,4/4/2012,East,3,4,9
Office Supplies,4/4/2012,East,28,3,82
Office Supplies,5/4/2012,West,6,8,24
Technology,5/4/2012,West,26,6,240
Office Supplies,5/4/2012,East,8,6,24
Furniture,5/4/2012,East,-211,5,352
Furniture,5/4/2012,East,2,1,8
Furniture,5/4/2012,East,-68,4,547
Office Supplies,5/4/2012,South,-116,1,158
Office Supplies,5/4/2012,East,18,7,98
Office Supplies,5/4/2012,East,-7,4,10
Office Supplies,5/4/2012,East,21,4,564
Technology,5/4/2012,East,-3,5,15
Technology,5/4/2012,East,-10,2,42
Furniture,5/4/2012,West,89,3,892
Office Supplies,6/4/2012,Central,5,9,42
Office Supplies,6/4/2012,Central,-17,6,10
Office Supplies,6/4/2012,Central,-12,3,7
Office Supplies,6/4/2012,Central,3,2,8
Office Supplies,6/4/2012,South,16,3,48
Technology,6/4/2012,Central,4,2,25
Office Supplies,7/4/2012,East,1,3,12
Office Supplies,7/4/2012,East,12,4,26
Office Supplies,7/4/2012,East,6,2,23
Office Supplies,7/4/2012,Central,-1181,8,463
Technology,7/4/2012,Central,48,6,384
Furniture,9/4/2012,West,-14,3,370
Office Supplies,9/4/2012,East,144,3,370
Office Supplies,9/4/2012,East,3,3,18
Office Supplies,10/4/2012,West,4,2,13
Office Supplies,10/4/2012,East,6,3,15
Office Supplies,10/4/2012,East,38,4,142
Office Supplies,11/4/2012,West,24,2,53
Technology,11/4/2012,West,216,4,640
Office Supplies,11/4/2012,East,114,5,407
Technology,11/4/2012,East,35,3,85
Technology,11/4/2012,East,11,1,22
Furniture,11/4/2012,South,14,3,55
Furniture,11/4/2012,South,10,2,67
Office Supplies,12/4/2012,West,0,3,41
Office Supplies,13/4/2012,West,18,3,55
Office Supplies,13/4/2012,West,11,6,31
Office Supplies,13/4/2012,West,0,1,13
Furniture,13/4/2012,Central,-113,4,610
Furniture,13/4/2012,Central,-45,2,211
Furniture,13/4/2012,West,-15,2,242
Technology,13/4/2012,Central,18,3,240
Technology,13/4/2012,West,42,2,480
Office Supplies,13/4/2012,West,1,1,11
Furniture,13/4/2012,West,-98,3,711
Furniture,13/4/2012,West,16,2,38
Office Supplies,13/4/2012,West,30,2,76
Technology,13/4/2012,West,70,4,200
Technology,13/4/2012,West,19,2,259
Office Supplies,13/4/2012,Central,8,3,17
Office Supplies,14/4/2012,West,3,1,35
Furniture,16/4/2012,South,126,9,523
Furniture,16/4/2012,South,120,7,1197
Office Supplies,16/4/2012,South,5,1,9
Technology,16/4/2012,South,148,2,570
Technology,16/4/2012,Central,-5,3,44
Technology,16/4/2012,Central,486,4,1440
Furniture,16/4/2012,East,3,2,128
Office Supplies,16/4/2012,East,5,3,45
Office Supplies,16/4/2012,East,1,3,8
Office Supplies,16/4/2012,East,-46,5,55
Office Supplies,16/4/2012,East,0,1,1
Office Supplies,16/4/2012,East,-2,7,10
Office Supplies,16/4/2012,East,4,4,13
Technology,16/4/2012,East,-28,3,119
Office Supplies,17/4/2012,West,420,5,1448
Office Supplies,17/4/2012,West,2,2,6
Office Supplies,17/4/2012,West,6,2,12
Technology,17/4/2012,West,129,3,323
Technology,17/4/2012,West,69,5,784
Office Supplies,17/4/2012,East,3,3,11
Office Supplies,17/4/2012,East,21,13,62
Technology,17/4/2012,East,37,1,100
Technology,18/4/2012,South,42,6,107
Office Supplies,18/4/2012,West,30,3,115
Office Supplies,18/4/2012,West,28,2,62
Office Supplies,18/4/2012,West,9,7,947
Furniture,18/4/2012,Central,17,1,90
Furniture,18/4/2012,Central,3,2,6
Furniture,18/4/2012,Central,-20,1,57
Office Supplies,18/4/2012,Central,18,6,38
Office Supplies,18/4/2012,Central,35,6,75
Office Supplies,18/4/2012,Central,7,3,74
Office Supplies,18/4/2012,Central,1,3,8
Office Supplies,18/4/2012,Central,-2,1,1
Office Supplies,18/4/2012,Central,-7,2,4
Office Supplies,18/4/2012,Central,5,3,16
Technology,18/4/2012,Central,8,2,41
Technology,18/4/2012,Central,24,4,245
Technology,18/4/2012,Central,6,2,98
Office Supplies,18/4/2012,East,10,3,22
Office Supplies,19/4/2012,Central,-53,2,20
Office Supplies,19/4/2012,Central,-512,4,310
Office Supplies,20/4/2012,Central,81,2,181
Furniture,20/4/2012,South,298,6,595
Office Supplies,20/4/2012,Central,44,3,117
Office Supplies,20/4/2012,South,6,2,13
Technology,20/4/2012,South,78,3,288
Furniture,21/4/2012,South,52,2,192
Furniture,21/4/2012,South,36,3,210
Office Supplies,21/4/2012,South,10,3,21
Technology,21/4/2012,South,132,5,470
Office Supplies,22/4/2012,West,17,3,64
Technology,22/4/2012,West,8,3,89
Office Supplies,24/4/2012,East,8,1,26
Office Supplies,25/4/2012,East,91,3,206
Office Supplies,25/4/2012,West,5,3,14
Furniture,25/4/2012,Central,-24,3,128
Office Supplies,25/4/2012,Central,-55,2,221
Office Supplies,25/4/2012,Central,76,5,272
Office Supplies,25/4/2012,Central,16,5,58
Office Supplies,25/4/2012,West,10,2,21
Furniture,26/4/2012,Central,-6,2,408
Furniture,26/4/2012,South,-77,1,192
Office Supplies,26/4/2012,South,0,1,3
Furniture,26/4/2012,West,6,3,64
Office Supplies,26/4/2012,West,15,3,60
Office Supplies,26/4/2012,West,18,3,50
Technology,26/4/2012,West,39,3,312
Furniture,26/4/2012,South,-114,8,832
Furniture,26/4/2012,South,1,2,97
Office Supplies,26/4/2012,South,-18,1,73
Office Supplies,27/4/2012,West,3,5,44
Office Supplies,27/4/2012,West,1,2,6
Furniture,27/4/2012,East,317,3,1268
Office Supplies,27/4/2012,East,9,3,23
Technology,27/4/2012,East,649,8,1380
Office Supplies,28/4/2012,Central,41,1,187
Office Supplies,28/4/2012,Central,1906,3,3813
Office Supplies,28/4/2012,Central,-20,3,9
Office Supplies,28/4/2012,Central,-19,4,12
Office Supplies,28/4/2012,Central,3,3,24
Office Supplies,29/4/2012,East,3,2,8
Technology,30/4/2012,East,-256,5,1023
Furniture,30/4/2012,East,4,1,9
Furniture,30/4/2012,East,13,5,31
Furniture,30/4/2012,East,10,5,24
Office Supplies,30/4/2012,East,3,1,6
Technology,30/4/2012,East,59,10,210
Furniture,30/4/2012,Central,-15,5,213
Office Supplies,30/4/2012,West,10,3,35
Technology,30/4/2012,West,2,5,20
Furniture,1/5/2012,South,14,3,64
Office Supplies,1/5/2012,South,11,6,173
Office Supplies,1/5/2012,South,5,3,41
Office Supplies,1/5/2012,West,4,1,12
Office Supplies,1/5/2012,West,10,3,37
Office Supplies,1/5/2012,West,11,2,35
Technology,1/5/2012,West,11,3,89
Office Supplies,2/5/2012,Central,3,3,9
Technology,2/5/2012,Central,14,3,158
Office Supplies,3/5/2012,West,3,3,9
Office Supplies,3/5/2012,West,17,2,50
Office Supplies,3/5/2012,West,22,2,62
Office Supplies,3/5/2012,West,5,3,14
Technology,3/5/2012,West,122,4,340
Furniture,3/5/2012,East,-36,6,844
Office Supplies,3/5/2012,East,2,7,18
Office Supplies,3/5/2012,East,7,2,24
Office Supplies,3/5/2012,East,14,2,60
Office Supplies,3/5/2012,East,3,2,8
Office Supplies,3/5/2012,East,-10,3,77
Technology,3/5/2012,East,0,3,28
Furniture,3/5/2012,West,107,6,666
Furniture,4/5/2012,Central,-9,7,22
Technology,4/5/2012,Central,118,7,946
Furniture,4/5/2012,East,13,2,27
Office Supplies,4/5/2012,Central,35,7,126
Furniture,7/5/2012,Central,-31,2,244
Office Supplies,7/5/2012,Central,5,4,16
Office Supplies,7/5/2012,South,21,2,46
Office Supplies,8/5/2012,East,18,2,38
Furniture,8/5/2012,Central,11,3,124
Office Supplies,8/5/2012,Central,22,2,44
Office Supplies,8/5/2012,West,1,2,5
Technology,8/5/2012,Central,106,3,378
Furniture,8/5/2012,East,1,6,8
Furniture,8/5/2012,East,21,2,128
Furniture,8/5/2012,East,30,3,79
Office Supplies,8/5/2012,East,9,3,19
Office Supplies,8/5/2012,East,7,3,358
Technology,8/5/2012,East,1015,7,2800
Office Supplies,9/5/2012,South,24,3,49
Office Supplies,10/5/2012,Central,-192,5,71
Office Supplies,10/5/2012,Central,4,2,37
Technology,10/5/2012,West,-3,4,47
Furniture,11/5/2012,West,17,7,192
Office Supplies,12/5/2012,East,10,3,37
Office Supplies,12/5/2012,West,12,6,26
Office Supplies,12/5/2012,West,6,3,13
Technology,12/5/2012,West,20,2,202
Furniture,12/5/2012,Central,-16,4,22
Office Supplies,12/5/2012,Central,42,7,128
Technology,12/5/2012,Central,70,6,619
Office Supplies,12/5/2012,West,5,3,15
Office Supplies,13/5/2012,Central,6,4,16
Technology,13/5/2012,Central,17,2,222
Office Supplies,14/5/2012,East,1,1,3
Office Supplies,14/5/2012,East,17,8,198
Office Supplies,14/5/2012,East,-14,2,19
Office Supplies,14/5/2012,East,-3,3,5
Office Supplies,14/5/2012,East,63,7,201
Office Supplies,14/5/2012,East,32,4,98
Office Supplies,14/5/2012,East,18,4,47
Furniture,14/5/2012,West,42,5,510
Furniture,14/5/2012,West,81,3,722
Furniture,14/5/2012,West,-6,2,98
Furniture,14/5/2012,West,34,3,123
Office Supplies,14/5/2012,West,56,4,1118
Office Supplies,15/5/2012,South,9,3,18
Office Supplies,15/5/2012,East,-10,2,52
Technology,16/5/2012,South,32,4,256
Office Supplies,17/5/2012,Central,-50,5,33
Office Supplies,17/5/2012,Central,5,3,14
Office Supplies,17/5/2012,East,15,10,32
Office Supplies,17/5/2012,East,16,4,56
Office Supplies,18/5/2012,West,5,2,11
Furniture,20/5/2012,South,20,4,163
Office Supplies,20/5/2012,South,-5,4,6
Office Supplies,21/5/2012,West,9,4,27
Office Supplies,21/5/2012,Central,-53,8,21
Office Supplies,21/5/2012,East,-18,2,25
Office Supplies,22/5/2012,West,4,2,8
Office Supplies,22/5/2012,West,29,7,105
Technology,22/5/2012,West,334,7,2973
Technology,22/5/2012,West,58,6,776
Furniture,23/5/2012,Central,20,9,75
Office Supplies,23/5/2012,East,14,3,51
Office Supplies,23/5/2012,Central,246,5,851
Office Supplies,23/5/2012,South,88,3,187
Office Supplies,23/5/2012,West,14,4,122
Office Supplies,23/5/2012,West,-13,7,19
Furniture,24/5/2012,Central,-164,7,603
Office Supplies,24/5/2012,Central,-13,6,8
Furniture,25/5/2012,West,5,3,15
Office Supplies,25/5/2012,Central,8,3,21
Office Supplies,25/5/2012,Central,60,2,128
Office Supplies,25/5/2012,Central,12,7,32
Office Supplies,25/5/2012,Central,2,2,22
Technology,25/5/2012,Central,36,2,208
Technology,25/5/2012,South,58,4,467
Office Supplies,25/5/2012,West,85,13,846
Furniture,26/5/2012,Central,-4,5,105
Furniture,26/5/2012,Central,-29,1,106
Technology,26/5/2012,Central,-80,2,400
Office Supplies,26/5/2012,South,4,2,12
Office Supplies,26/5/2012,South,54,4,154
Office Supplies,26/5/2012,South,6,1,18
Technology,26/5/2012,South,50,7,168
Furniture,26/5/2012,West,8,1,20
Office Supplies,28/5/2012,East,14,3,48
Office Supplies,28/5/2012,East,6,5,13
Office Supplies,28/5/2012,East,2,2,6
Office Supplies,28/5/2012,East,22,7,45
Office Supplies,28/5/2012,East,161,3,535
Technology,28/5/2012,East,13,1,46
Office Supplies,28/5/2012,East,2,1,16
Office Supplies,28/5/2012,East,22,5,78
Office Supplies,28/5/2012,West,2,3,7
Furniture,29/5/2012,East,-86,3,317
Furniture,29/5/2012,East,-4,4,42
Office Supplies,29/5/2012,East,3,5,8
Office Supplies,29/5/2012,East,29,3,85
Office Supplies,29/5/2012,Central,6,3,12
Office Supplies,29/5/2012,West,63,5,168
Office Supplies,29/5/2012,West,16,5,32
